year,Title,author,journal
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;48(6):NP36.
doi: 10.1177/0363546520915185.",Implementation of the FIFA 11+ Injury Prevention Program by High School Athletic Teams Did Not Reduce Lower Extremity Injuries: Letter to the Editor,Gregory T Lichtman,am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;48(6):NP39-NP41.
doi: 10.1177/0363546520918190.",Use of Platelet-Rich Plasma for the Improvement of Pain and Function in Rotator Cuff Tears: Response,"Xiao T Chen, Ian A Jones, Caron Park, C Thomas Vangsness Jr",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3652-3660.
doi: 10.1177/0363546520910138.
Epub 2020 Apr 16.",Regional Interdependence and the Role of the Lower Body in Elbow Injury in Baseball Players: A Systematic Review,"Matthew Jordan Deal , Bradley P Richey , Cyrus Anthony Pumilia , Ibrahim Mamdouh Zeini , Charles Wolf , Todd Furman , Daryl Christopher Osbahr",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):1818-1825.
doi: 10.1177/0363546520909854.
Epub 2020 Apr 16.",Tear Completion Versus In Situ Repair for 50% Partial-Thickness Bursal-Side Rotator Cuff Tears: A Biomechanical and Histological Study in an Animal Model,"Anil Pulatkan , Wasim Anwar , Omer Ayık , Ergun Bozdag , Ayse Nur Yildirim , Mehmet Kapicioglu , Ibrahim Tuncay , Kerem Bilsel",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;48(6):1485-1495.
doi: 10.1177/0363546520912416.
Epub 2020 Apr 7.",An Investigation of Factors Associated With Head Impact Exposure in Professional Male and Female Australian Football Players,"Jonathan Reyes , Biswadev Mitra , Andrew McIntosh , Patrick Clifton , Michael Makdissi 
, Jack V K Nguyen , Peter Harcourt , Teresa S Howard 
, Peter A Cameron , Jeffrey V Rosenfeld 
, Catherine Willmott",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;48(6):1465-1470.
doi: 10.1177/0363546520910417.
Epub 2020 Mar 30.",Timing of Return to Batting Milestones After Ulnar Collateral Ligament Reconstruction in Professional Baseball Players,"Brandon J Erickson , Peter N Chalmers , John D'Angelo , Kevin Ma , Scott Sheridan , Mark Schickendantz , Anthony A Romeo",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;48(5):1134-1140.
doi: 10.1177/0363546520908588.
Epub 2020 Mar 17.",Autologous Chondrocyte Implantation as Treatment for Unsalvageable Osteochondritis Dissecans: 10- to 25-Year Follow-up,"James L Carey , Kevin G Shea , Anders Lindahl , Haris S Vasiliadis , Carl Lindahl , Lars Peterson",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(4):853-860.
doi: 10.1177/0363546520904680.",Assessment of Meniscal Healing Status by Magnetic Resonance Imaging T2 Mapping After Meniscal Repair,"Shinya Yamasaki , Yusuke Hashimoto , Yohei Nishida , Takanori Teraoka , Shozaburo Terai , Junsei Takigami , Hiroaki Nakamura",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;48(5):1168-1174.
doi: 10.1177/0363546520907106.
Epub 2020 Mar 9.",Outcomes After Arthroscopic Repair in Patients With Tears of Hypertrophic Versus Morphologically Normal Acetabular Labra,"Jae-Young Lim , Ye-Hoon Jang , Jun-Il Yoo , Young-Kyun Lee , Kyung-Hoi Koo , Yong-Chan Ha",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;48(5):1226-1235.
doi: 10.1177/0363546520905853.
Epub 2020 Mar 5.",Application of Bone Marrow-Derived Mesenchymal Stem Cells for Muscle Healing After Contusion Injury in Mice,"Chih-Hao Chiu , Tsan-Hsuan Chang , Shih-Sheng Chang , Gwo-Jyh Chang , Alvin Chao-Yu Chen , Chun-Ying Cheng , Su-Ching Chen , Jen-Fen Fu , Chih-Jen Wen 
, Yi-Sheng Chan",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;48(5):1200-1206.
doi: 10.1177/0363546520907156.
Epub 2020 Mar 3.",Posterior Shoulder Instability: Surgical Outcomes and Risk of Failure in Adolescence,"Alicia M Asturias , Tracey P Bastrom , Andrew T Pennock , Eric W Edmonds",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;48(5):1108-1116.
doi: 10.1177/0363546520905863.
Epub 2020 Mar 3.",Repair With Dynamic Intraligamentary Stabilization Versus Primary Reconstruction of Acute Anterior Cruciate Ligament Tears: 2-Year Results From a Prospective Randomized Study,"Clemens Kösters , Johannes Glasbrenner , Lena Spickermann , Christoph Kittl , Christoph Domnick , Mirco Herbort , Michael J Raschke , Benedikt Schliemann",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):NP32.
doi: 10.1177/0363546520903676.",Predictors of Patient-Reported Outcomes at 2 Years After Revision Anterior Cruciate Ligament Reconstruction: Response,"Rick W Wright, Laura J Huston, Sam Nwosu",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):588-598.
doi: 10.1177/0363546519899923.",Clinical Efficacy of Intra-articular Mesenchymal Stromal Cells for the Treatment of Knee Osteoarthritis: A Double-Blinded Prospective Randomized Controlled Clinical Trial,"Jaime R Garza , Richard E Campbell , Fotios P Tjoumakaris , Kevin B Freedman , Lawrence S Miller , Daniel Santa Maria , Bradford S Tucker",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jan;49(1):261-266.
doi: 10.1177/0363546520904685.
Epub 2020 Feb 28.",Relationship of the Medial Patellofemoral Ligament Origin on the Distal Femur to the Distal Femoral Physis: A Systematic Review,"Kyle R Sochacki , Kevin G Shea , Kunal Varshneya , Marc R Safran , Geoffrey D Abrams , Joseph Donahue , Seth L Sherman",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):3103-3111.
doi: 10.1177/0363546519899933.
Epub 2020 Feb 24.",Complications After Distal Biceps Tendon Repair: A Systematic Review,"Melanie Amarasooriya , Gregory Ian Bain , Tom Roper , Kimberley Bryant , Karim Iqbal , Joideep Phadnis",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(4):838-846.
doi: 10.1177/0363546520902150.
Epub 2020 Feb 14.",Lateral Meniscus Posterior Root Lesion Influences Anterior Tibial Subluxation of the Lateral Compartment in Extension After Anterior Cruciate Ligament Injury,"Tong Zheng , Guan-Yang Song , Hua Feng , Hui Zhang , Yue Li , Xu Li , Zhi-Jun Zhang , Qian-Kun Ni , Zheng Feng",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(4):916-922.
doi: 10.1177/0363546520902725.
Epub 2020 Feb 13.","Effect of Initial Graft Tension During Anterior Talofibular Ligament Reconstruction on Ankle Kinematics, Laxity, and In Situ Forces of the Reconstructed Graft","Yuzuru Sakakibara , Atsushi Teramoto , Tetsuya Takagi , Satoshi Yamakawa , Hiroaki Shoji , Yohei Okada , Takuma Kobayashi , Tomoaki Kamiya , Mineko Fujimiya , Hiromichi Fujie , Kota Watanabe , Toshihiko Yamashita",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(4):966-973.
doi: 10.1177/0363546520902475.
Epub 2020 Feb 13.",Early Radiographic Healing and Functional Results After Autologous Osteochondral Grafting for Osteochondritis Dissecans of the Capitellum: Introduction of a New Magnetic Resonance Imaging-Based Scoring System,"Kemble K Wang , Kathryn Williams , Donald S Bae",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):642-646.
doi: 10.1177/0363546519899894.
Epub 2020 Jan 31.",Increased Posterior Tibial Slope in Patients With Osgood-Schlatter Disease: A New Association,"Daniel W Green , Sreetha Sidharthan , Lindsay M Schlichte , Alexandra H Aitchison , Douglas N Mintz",am j sports med
"Published Erratum
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):NP33.
doi: 10.1177/0363546520906457.
Epub 2020 Jan 31.",Corrigendum,,am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):NP28.
doi: 10.1177/0363546519897013.",Positive Effect of Platelet-Rich Plasma on Pain in Plantar Fasciitis: Letter to the Editor,"Vivek Tiwari, Samir Dwidmuthe, Samrat S Sahoo",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):NP28-NP29.
doi: 10.1177/0363546519897009.",Positive Effect of Platelet-Rich Plasma on Pain in Plantar Fasciitis: Response,J C Peerbooms,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):581-587.
doi: 10.1177/0363546519898194.
Epub 2020 Jan 28.",Professional Advancement and Performance of Amateur Baseball Players Selected in the Major League Baseball Draft With Previous Anterior Cruciate Ligament Reconstruction,"Anthony Porter , Shawn Yang , Aakash Chauhan , Samuel Early , Sravya Challa , John D'Angelo , Daniel Keefe , Heinz Hoenecke , Jan Fronek",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(4):884-894.
doi: 10.1177/0363546519898519.
Epub 2020 Jan 22.","Repair of a Meniscal Defect in a Rabbit Model Through Use of a Thermosensitive, Injectable, In Situ Crosslinked Hydrogel With Encapsulated Bone Mesenchymal Stromal Cells and Transforming Growth Factor β1","Chen Chen , Jialin Song , Jiayu Qiu , Jinzhong Zhao",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):661-672.
doi: 10.1177/0363546519897273.
Epub 2020 Jan 21.",Location of Intra- and Extra-articular Hip Impingement Is Different in Patients With Pincer-Type and Mixed-Type Femoroacetabular Impingement Due to Acetabular Retroversion or Protrusio Acetabuli on 3D CT-Based Impingement Simulation,"Till D Lerch , Mathias Siegfried , Florian Schmaranzer , Christiane S Leibold , Corinne A Zurmühle , Markus S Hanke , Michael K Ryan , Simon D Steppacher , Klaus A Siebenrock , Moritz Tannast",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):298-309.
doi: 10.1177/0363546519892991.
Epub 2020 Jan 9.",Anterior Cruciate Ligament Reconstruction in High School and College-Aged Athletes: Does Autograft Choice Influence Anterior Cruciate Ligament Revision Rates?,"Kurt P Spindler , Laura J Huston , Alexander Zajichek , Emily K Reinke , Annunziato Amendola , Jack T Andrish , Robert H Brophy , Warren R Dunn , David C Flanigan , Morgan H Jones , Christopher C Kaeding , Robert G Marx , Matthew J Matava , Eric C McCarty , Richard D Parker , Armando F Vidal , Michelle L Wolcott , Brian R Wolf , Rick W Wright",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):635-641.
doi: 10.1177/0363546519897051.
Epub 2020 Jan 9.",Prior Surgery Negatively Affects Cell Culture Identity in Patients Undergoing Autologous Chondrocyte Implantation,"Jakob Ackermann , Alexandre Barbieri Mestriner , Courtney VanArsdale , Andreas H Gomoll",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;48(3):545-553.
doi: 10.1177/0363546519895239.
Epub 2020 Jan 9.",Incidence of Displaced Posterolateral Tibial Plateau and Lateral Femoral Condyle Impaction Fractures in the Setting of Primary Anterior Cruciate Ligament Tear,"David L Bernholt , Nicholas N DePhillipo , Matthew D Crawford , Zachary S Aman , W Jeffrey Grantham , Robert F LaPrade",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):359-369.
doi: 10.1177/0363546519894333.
Epub 2020 Jan 8.",Rethinking Patellar Tendinopathy and Partial Patellar Tendon Tears: A Novel Classification System,"Mikhail Golman , Margaret L Wright , Tony T Wong , T Sean Lynch , Christopher S Ahmad , Stavros Thomopoulos , Charles A Popkin",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):395-402.
doi: 10.1177/0363546519894301.
Epub 2019 Dec 31.",Prospective Randomized Comparison of Capsular Management Techniques During Hip Arthroscopy,"Kostas J Economopoulos , Anikar Chhabra , Christopher Kweon",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jan;48(1):NP1-NP2.
doi: 10.1177/0363546519873646.",No Evidence for Effective Prevention of Venous Thromboembolism With Low-Molecular-Weight Heparin After Anterior Cruciate Ligament Reconstruction: Letter to the Editor,"Raymond A van Adrichem, Banne Nemeth, Rob G H H Nelissen, Suzanne C Cannegieter",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jan;48(1):181-187.
doi: 10.1177/0363546519887737.",Spinopelvic Characteristics in Acetabular Retroversion: Does Pelvic Tilt Change After Periacetabular Osteotomy?,"George Grammatopoulos , Saif Salih , Paul E Beaule , Johan Witt",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jan;48(1):NP15-NP16.
doi: 10.1177/0363546519887112.",Problem of Multiplicity in Clinical Studies and Inferences Made When It Is Present: Response,"Jonathan Stone, Matthew Salzler",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jan;48(1):NP6-NP7.
doi: 10.1177/0363546519878154.",Adaptation of Running Biomechanics to Repeated Barefoot Running: Response,"Karsten Hollander, Dominik Liebl, Stephanie Meining, Klaus Mattes, Steffen Willwacher, Astrid Zech",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jan;48(1):NP2-NP4.
doi: 10.1177/0363546519873652.",No Evidence for Effective Prevention of Venous Thromboembolism With Low-Molecular-Weight Heparin After Anterior Cruciate Ligament Reconstruction: Response,"Jing Zhu, Ling Li, Hai Jiang, Zhonglan Chen, Jian Li, Xin Tang",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):473-480.
doi: 10.1177/0363546519892578.
Epub 2019 Dec 26.",Shoe Cushioning Influences the Running Injury Risk According to Body Mass: A Randomized Controlled Trial Involving 848 Recreational Runners,"Laurent Malisoux , Nicolas Delattre , Axel Urhausen , Daniel Theisen",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):403-408.
doi: 10.1177/0363546519892916.
Epub 2019 Dec 26.",The Influence of Lumbosacral Spine Pathology on Minimum 2-Year Outcome After Hip Arthroscopy: A Nested Case-Control Analysis,"Edward C Beck , Benedict U Nwachukwu , Reagan Chapman , Anirudh K Gowd , Brian R Waterman , Shane J Nho",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):341-350.
doi: 10.1177/0363546519889347.
Epub 2019 Dec 13.",Patellofemoral Pain in Adolescents: Understanding Patellofemoral Morphology and Its Relationship to Maltracking,"Cameron N Fick , Camila Grant , Frances T Sheehan",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2552-2562.
doi: 10.1177/0363546519888467.
Epub 2019 Dec 11.",Factors Associated With an Increased Risk of Recurrence After a First-Time Patellar Dislocation: A Systematic Review and Meta-analysis,"Lachlan S Huntington , Kate E Webster , Brian M Devitt , John P Scanlon , Julian A Feller",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):326-333.
doi: 10.1177/0363546519889046.
Epub 2019 Dec 11.",Absolute Meniscal Extrusion After Lateral Meniscal Allograft Transplantation Does Not Progress During Long-term Follow-up: Average of 10.3 Years' Follow-up Longitudinal Magnetic Resonance Imaging Study,"Sang-Min Lee , Seong-Il Bin , Jong-Min Kim , Bum-Sik Lee , Jun-Gu Park",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;48(2):409-414.
doi: 10.1177/0363546519889038.
Epub 2019 Dec 5.",What Neuromonitoring Changes Can Be Expected During Hip Arthroscopy in the Pediatric Population?,"Trevor J Shelton , Akash Patel , Lauren Agatstein , Brian M Haus",am j sports med
"Editorial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2019 Dec;47(14):3311-3313.
doi: 10.1177/0363546519888492.",Out of Control,Braden C Fleming,am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):2042-2050.
doi: 10.1177/0363546519882668.
Epub 2019 Nov 27.",Physiotherapy as an Initial Treatment Option for Femoroacetabular Impingement: A Systematic Review of the Literature and Meta-analysis of 5 Randomized Controlled Trials,"Graeme Hoit , Daniel B Whelan , Tim Dwyer , Prabjit Ajrawat , Jaskarndip Chahal",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(9):2295-2304.
doi: 10.1177/0363546519881638.
Epub 2019 Nov 27.",Return to Work and Sport After Proximal Tibial Osteotomy and the Effects of Opening Versus Closing Wedge Techniques on Adverse Outcomes: A Systematic Review and Meta-analysis,"Kyle N Kunze , Alexander Beletsky , Charles P Hannon , Robert F LaPrade , Adam B Yanke , Brian J Cole , Brian Forsythe , Jorge Chahla",am j sports med
